CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100),City,Age_Group,Annual_Income_Group,Spending_Score_Group,Category_Group,Age_Segment
267,Female,23,48,50.0,Houston,"(15, 25]","(33, 54]","(34, 51]",Target,Young Adults
268,Female,24,48,50.0,Phoenix,"(15, 25]","(33, 54]","(34, 51]",Target,Young Adults
269,Male,25,48,50.0,Philadelphia,"(15, 25]","(33, 54]","(34, 51]",Target,Young Adults
270,Female,26,48,50.0,San Antonio,"(25, 35]","(33, 54]","(34, 51]",Target,Young Adults
271,Male,27,49,50.0,San Diego,"(25, 35]","(33, 54]","(34, 51]",Target,Young Adults
272,Female,28,49,50.0,Washington,"(25, 35]","(33, 54]","(34, 51]",Target,Young Adults
273,Female,29,50,50.0,Los Angeles,"(25, 35]","(33, 54]","(34, 51]",Target,Young Adults
274,Female,30,50,50.0,Chicago,"(25, 35]","(33, 54]","(34, 51]",Target,Young Adults
275,Male,31,54,50.0,Houston,"(25, 35]","(33, 54]","(34, 51]",Target,Young Adults
276,Male,32,54,50.0,Phoenix,"(25, 35]","(33, 54]","(34, 51]",Target,Young Adults
277,Female,33,54,50.0,Philadelphia,"(25, 35]","(33, 54]","(34, 51]",Target,Young Adults
278,Male,34,54,50.0,San Antonio,"(25, 35]","(33, 54]","(34, 51]",Target,Young Adults
279,Female,35,54,50.0,San Diego,"(25, 35]","(33, 54]","(34, 51]",Target,Young Adults
280,Female,36,54,50.0,Washington,"(35, 45]","(33, 54]","(34, 51]",Target,Young Adults
281,Male,37,54,50.0,New York,"(35, 45]","(33, 54]","(34, 51]",Target,Young Adults
282,Male,38,54,50.0,Seattle,"(35, 45]","(33, 54]","(34, 51]",Target,Young Adults
283,Male,39,54,50.0,Los Angeles,"(35, 45]","(33, 54]","(34, 51]",Target,Young Adults
284,Female,40,54,50.0,Chicago,"(35, 45]","(33, 54]","(34, 51]",Target,Middle-Aged Adults
285,Female,41,54,50.0,Houston,"(35, 45]","(33, 54]","(34, 51]",Target,Middle-Aged Adults
286,Male,42,54,50.0,Phoenix,"(35, 45]","(33, 54]","(34, 51]",Target,Middle-Aged Adults
287,Female,43,57,50.0,Philadelphia,"(35, 45]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
288,Female,44,57,50.0,San Antonio,"(35, 45]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
289,Female,45,58,50.0,San Diego,"(35, 45]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
290,Female,46,58,50.0,New York,"(45, 55]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
291,Female,47,59,50.0,Seattle,"(45, 55]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
292,Male,48,59,50.0,Los Angeles,"(45, 55]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
293,Male,49,60,50.0,Chicago,"(45, 55]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
294,Female,50,60,50.0,Houston,"(45, 55]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
295,Female,51,60,50.0,Phoenix,"(45, 55]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
296,Male,19,60,50.0,Philadelphia,"(15, 25]","(54, 75]","(34, 51]",Target,Young Adults
297,Female,21,60,50.0,San Antonio,"(15, 25]","(54, 75]","(34, 51]",Target,Young Adults
298,Female,20,60,50.0,San Diego,"(15, 25]","(54, 75]","(34, 51]",Target,Young Adults
299,Male,23,61,50.0,Washington,"(15, 25]","(54, 75]","(34, 51]",Target,Young Adults
300,Male,31,61,50.0,Los Angeles,"(25, 35]","(54, 75]","(34, 51]",Target,Young Adults
301,Female,22,62,50.0,Chicago,"(15, 25]","(54, 75]","(34, 51]",Target,Young Adults
302,Female,35,62,50.0,Houston,"(25, 35]","(54, 75]","(34, 51]",Target,Young Adults
303,Male,23,62,50.0,Phoenix,"(15, 25]","(54, 75]","(34, 51]",Target,Young Adults
304,Male,64,62,50.0,Philadelphia,"(55, 65]","(54, 75]","(34, 51]",Target,Senior Adults
305,Male,30,62,50.0,San Antonio,"(25, 35]","(54, 75]","(34, 51]",Target,Young Adults
306,Female,67,62,39.0,San Diego,"(65, 75]","(54, 75]","(34, 51]",Careful,Senior Adults
307,Female,35,63,81.0,Washington,"(25, 35]","(54, 75]","(68, 85]",Centroid,Young Adults
308,Male,58,63,6.0,Los Angeles,"(55, 65]","(54, 75]","(0, 17]",Miser,Middle-Aged Adults
309,Male,24,63,77.0,Chicago,"(15, 25]","(54, 75]","(68, 85]",Spendthrift,Young Adults
310,Male,37,63,40.0,Houston,"(35, 45]","(54, 75]","(34, 51]",Careful,Young Adults
311,Male,22,63,76.0,Phoenix,"(15, 25]","(54, 75]","(68, 85]",Spendthrift,Young Adults
312,Female,35,63,6.0,Philadelphia,"(25, 35]","(54, 75]","(0, 17]",Miser,Young Adults
313,Female,20,64,94.0,San Antonio,"(15, 25]","(54, 75]","(85, 102]",Centroid,Young Adults
314,Male,52,64,3.0,San Diego,"(45, 55]","(54, 75]","(0, 17]",Miser,Middle-Aged Adults
315,Female,35,65,72.0,Washington,"(25, 35]","(54, 75]","(68, 85]",Spendthrift,Young Adults
316,Female,35,65,14.0,New York,"(25, 35]","(54, 75]","(0, 17]",Miser,Young Adults
317,Female,25,65,99.0,Seattle,"(15, 25]","(54, 75]","(85, 102]",Centroid,Young Adults
318,Female,46,65,15.0,Los Angeles,"(45, 55]","(54, 75]","(0, 17]",Miser,Middle-Aged Adults
319,Female,31,67,77.0,Chicago,"(25, 35]","(54, 75]","(68, 85]",Spendthrift,Young Adults
320,Female,54,67,13.0,Houston,"(45, 55]","(54, 75]","(0, 17]",Miser,Middle-Aged Adults
321,Male,29,67,79.0,Phoenix,"(25, 35]","(54, 75]","(68, 85]",Spendthrift,Young Adults
322,Female,45,67,35.0,Philadelphia,"(35, 45]","(54, 75]","(34, 51]",Careful,Middle-Aged Adults
323,Female,35,69,66.0,San Antonio,"(25, 35]","(54, 75]","(51, 68]",Spendthrift,Young Adults
324,Male,40,69,29.0,San Diego,"(35, 45]","(54, 75]","(17, 34]",General,Middle-Aged Adults
325,Female,23,70,98.0,New York,"(15, 25]","(54, 75]","(85, 102]",Centroid,Young Adults
326,Female,60,70,35.0,Seattle,"(55, 65]","(54, 75]","(34, 51]",Careful,Senior Adults
327,Male,21,71,73.0,Los Angeles,"(15, 25]","(54, 75]","(68, 85]",Spendthrift,Young Adults
328,Male,53,71,5.0,Chicago,"(45, 55]","(54, 75]","(0, 17]",Miser,Middle-Aged Adults
329,Male,18,71,73.0,Houston,"(15, 25]","(54, 75]","(68, 85]",Spendthrift,Young Adults
330,Male,49,71,14.0,Phoenix,"(45, 55]","(54, 75]","(0, 17]",Miser,Middle-Aged Adults
331,Male,21,71,82.0,Philadelphia,"(15, 25]","(54, 75]","(68, 85]",Centroid,Young Adults
332,Male,42,71,32.0,San Antonio,"(35, 45]","(54, 75]","(17, 34]",General,Middle-Aged Adults
333,Female,30,72,61.0,San Diego,"(25, 35]","(54, 75]","(51, 68]",Target,Young Adults
334,Female,36,72,31.0,Washington,"(35, 45]","(54, 75]","(17, 34]",General,Young Adults
335,Male,20,73,87.0,Los Angeles,"(15, 25]","(54, 75]","(85, 102]",Centroid,Young Adults
336,Female,65,73,4.0,Chicago,"(55, 65]","(54, 75]","(0, 17]",Miser,Senior Adults
337,Female,24,73,73.0,Houston,"(15, 25]","(54, 75]","(68, 85]",Spendthrift,Young Adults
338,Male,48,73,4.0,Phoenix,"(45, 55]","(54, 75]","(0, 17]",Miser,Middle-Aged Adults
339,Male,31,74,92.0,Philadelphia,"(25, 35]","(54, 75]","(85, 102]",Centroid,Young Adults
340,Female,49,74,14.0,San Antonio,"(45, 55]","(54, 75]","(0, 17]",Miser,Middle-Aged Adults
341,Female,24,75,81.0,San Diego,"(15, 25]","(54, 75]","(68, 85]",Centroid,Young Adults
342,Male,50,75,17.0,Washington,"(45, 55]","(54, 75]","(0, 17]",Miser,Middle-Aged Adults
343,Female,27,76,73.0,Los Angeles,"(25, 35]","(75, 96]","(68, 85]",Spendthrift,Young Adults
344,Female,29,76,26.0,Chicago,"(25, 35]","(75, 96]","(17, 34]",General,Young Adults
345,Male,31,77,75.0,Houston,"(25, 35]","(75, 96]","(68, 85]",Spendthrift,Young Adults
346,Male,49,77,35.0,Phoenix,"(45, 55]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
347,Male,33,77,92.0,Philadelphia,"(25, 35]","(75, 96]","(85, 102]",Centroid,Young Adults
348,Female,31,77,36.0,San Antonio,"(25, 35]","(75, 96]","(34, 51]",Careful,Young Adults
349,Female,59,78,61.0,San Diego,"(55, 65]","(75, 96]","(51, 68]",Target,Middle-Aged Adults
350,Male,50,78,28.0,Washington,"(45, 55]","(75, 96]","(17, 34]",General,Middle-Aged Adults
351,Male,47,78,65.0,New York,"(45, 55]","(75, 96]","(51, 68]",Spendthrift,Middle-Aged Adults
352,Male,51,78,55.0,Seattle,"(45, 55]","(75, 96]","(51, 68]",Target,Middle-Aged Adults
353,Female,69,78,47.0,Los Angeles,"(65, 75]","(75, 96]","(34, 51]",Careful,Senior Adults
354,Female,27,78,42.0,Chicago,"(25, 35]","(75, 96]","(34, 51]",Careful,Young Adults
355,Female,53,78,42.0,Houston,"(45, 55]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
356,Female,70,78,52.0,Phoenix,"(65, 75]","(75, 96]","(51, 68]",Target,Senior Adults
357,Male,19,78,60.0,Philadelphia,"(15, 25]","(75, 96]","(51, 68]",Target,Young Adults
358,Female,67,78,54.0,San Antonio,"(65, 75]","(75, 96]","(51, 68]",Target,Senior Adults
359,Male,54,78,60.0,San Diego,"(45, 55]","(75, 96]","(51, 68]",Target,Middle-Aged Adults
360,Female,63,78,45.0,New York,"(55, 65]","(75, 96]","(34, 51]",Careful,Senior Adults
361,Female,18,79,41.0,Seattle,"(15, 25]","(75, 96]","(34, 51]",Careful,Young Adults
362,Female,43,79,50.0,Los Angeles,"(35, 45]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
363,Male,68,81,46.0,Chicago,"(65, 75]","(75, 96]","(34, 51]",Careful,Senior Adults
364,Female,19,81,51.0,Houston,"(15, 25]","(75, 96]","(34, 51]",Target,Young Adults
365,Male,32,85,46.0,Phoenix,"(25, 35]","(75, 96]","(34, 51]",Careful,Young Adults
366,Female,70,85,56.0,Philadelphia,"(65, 75]","(75, 96]","(51, 68]",Target,Senior Adults
367,Male,47,86,55.0,San Antonio,"(45, 55]","(75, 96]","(51, 68]",Target,Middle-Aged Adults
368,Female,60,86,52.0,San Diego,"(55, 65]","(75, 96]","(51, 68]",Target,Senior Adults
369,Female,60,87,59.0,Washington,"(55, 65]","(75, 96]","(51, 68]",Target,Senior Adults
370,Male,59,87,51.0,Los Angeles,"(55, 65]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
371,Male,26,87,59.0,Chicago,"(25, 35]","(75, 96]","(51, 68]",Target,Young Adults
372,Male,45,87,50.0,Houston,"(35, 45]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
373,Male,40,87,48.0,Phoenix,"(35, 45]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
374,Male,23,87,59.0,Philadelphia,"(15, 25]","(75, 96]","(51, 68]",Target,Young Adults
375,Female,49,88,47.0,San Antonio,"(45, 55]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
376,Female,57,88,55.0,San Diego,"(55, 65]","(75, 96]","(51, 68]",Target,Middle-Aged Adults
377,Male,38,88,42.0,Washington,"(35, 45]","(75, 96]","(34, 51]",Careful,Young Adults
378,Male,67,88,49.0,Los Angeles,"(65, 75]","(75, 96]","(34, 51]",Careful,Senior Adults
379,Male,46,93,56.0,Chicago,"(45, 55]","(75, 96]","(51, 68]",Target,Middle-Aged Adults
380,Male,21,93,47.0,Houston,"(15, 25]","(75, 96]","(34, 51]",Careful,Young Adults
381,Female,48,97,54.0,Phoenix,"(45, 55]","(96, 117]","(51, 68]",Target,Middle-Aged Adults
382,Female,55,97,53.0,Philadelphia,"(45, 55]","(96, 117]","(51, 68]",Target,Middle-Aged Adults
383,Male,22,98,48.0,San Antonio,"(15, 25]","(96, 117]","(34, 51]",Careful,Young Adults
384,Female,34,98,52.0,San Diego,"(25, 35]","(96, 117]","(51, 68]",Target,Young Adults
385,Female,50,99,42.0,Washington,"(45, 55]","(96, 117]","(34, 51]",Careful,Middle-Aged Adults
386,Male,68,99,51.0,New York,"(65, 75]","(96, 117]","(34, 51]",Target,Senior Adults
387,Female,18,101,55.0,Seattle,"(15, 25]","(96, 117]","(51, 68]",Target,Young Adults
388,Male,48,101,41.0,Los Angeles,"(45, 55]","(96, 117]","(34, 51]",Careful,Middle-Aged Adults
389,Female,40,103,44.0,Chicago,"(35, 45]","(96, 117]","(34, 51]",Careful,Middle-Aged Adults
390,Female,32,103,57.0,Houston,"(25, 35]","(96, 117]","(51, 68]",Target,Young Adults
391,Female,24,103,46.0,Phoenix,"(15, 25]","(96, 117]","(34, 51]",Careful,Young Adults
392,Female,47,103,58.0,Philadelphia,"(45, 55]","(96, 117]","(51, 68]",Target,Middle-Aged Adults
393,Male,27,113,55.0,San Antonio,"(25, 35]","(96, 117]","(51, 68]",Target,Young Adults
394,Female,48,113,60.0,San Diego,"(45, 55]","(96, 117]","(51, 68]",Target,Middle-Aged Adults
395,Female,20,120,46.0,New York,"(15, 25]","(117, 138]","(34, 51]",Careful,Young Adults
396,Female,23,120,55.0,Seattle,"(15, 25]","(117, 138]","(51, 68]",Target,Young Adults
397,Female,49,126,41.0,Los Angeles,"(45, 55]","(117, 138]","(34, 51]",Careful,Middle-Aged Adults
398,Male,67,126,49.0,Chicago,"(65, 75]","(117, 138]","(34, 51]",Careful,Senior Adults
399,Male,26,137,40.0,Houston,"(25, 35]","(117, 138]","(34, 51]",Careful,Young Adults
400,Male,49,137,42.0,Phoenix,"(45, 55]","(117, 138]","(34, 51]",Careful,Middle-Aged Adults
401,Male,21,15,52.0,Philadelphia,"(15, 25]","(12, 33]","(51, 68]",Target,Young Adults
402,Male,66,15,47.0,San Antonio,"(65, 75]","(12, 33]","(34, 51]",Careful,Senior Adults
403,Female,54,16,50.0,San Diego,"(45, 55]","(12, 33]","(34, 51]",Target,Middle-Aged Adults
404,Female,68,16,42.0,Washington,"(65, 75]","(12, 33]","(34, 51]",Careful,Senior Adults
405,Female,66,17,49.0,Los Angeles,"(65, 75]","(12, 33]","(34, 51]",Careful,Senior Adults
406,Female,65,17,41.0,Chicago,"(55, 65]","(12, 33]","(34, 51]",Careful,Senior Adults
407,Female,19,18,48.0,Houston,"(15, 25]","(12, 33]","(34, 51]",Careful,Young Adults
408,Female,38,18,59.0,Phoenix,"(35, 45]","(12, 33]","(51, 68]",Target,Young Adults
409,Male,19,19,55.0,Philadelphia,"(15, 25]","(12, 33]","(51, 68]",Target,Young Adults
410,Female,18,19,56.0,San Antonio,"(15, 25]","(12, 33]","(51, 68]",Target,Young Adults
411,Male,19,19,42.0,San Diego,"(15, 25]","(12, 33]","(34, 51]",Careful,Young Adults
412,Female,63,19,50.0,Washington,"(55, 65]","(12, 33]","(34, 51]",Target,Senior Adults
413,Female,49,20,46.0,Los Angeles,"(45, 55]","(12, 33]","(34, 51]",Careful,Middle-Aged Adults
414,Female,51,20,43.0,Chicago,"(45, 55]","(12, 33]","(34, 51]",Careful,Middle-Aged Adults
415,Male,50,20,48.0,Houston,"(45, 55]","(12, 33]","(34, 51]",Careful,Middle-Aged Adults
416,Male,27,20,52.0,Phoenix,"(25, 35]","(12, 33]","(51, 68]",Target,Young Adults
417,Female,38,21,54.0,Philadelphia,"(35, 45]","(12, 33]","(51, 68]",Target,Young Adults
418,Male,40,21,42.0,San Antonio,"(35, 45]","(12, 33]","(34, 51]",Careful,Middle-Aged Adults
419,Male,39,23,46.0,San Diego,"(35, 45]","(12, 33]","(34, 51]",Careful,Young Adults
420,Female,23,23,48.0,Washington,"(15, 25]","(12, 33]","(34, 51]",Careful,Young Adults
421,Male,31,24,50.0,New York,"(25, 35]","(12, 33]","(34, 51]",Target,Young Adults
422,Male,43,24,43.0,Seattle,"(35, 45]","(12, 33]","(34, 51]",Careful,Middle-Aged Adults
423,Female,40,25,59.0,Los Angeles,"(35, 45]","(12, 33]","(51, 68]",Target,Middle-Aged Adults
424,Male,59,25,43.0,Chicago,"(55, 65]","(12, 33]","(34, 51]",Careful,Middle-Aged Adults
425,Female,38,28,57.0,Houston,"(35, 45]","(12, 33]","(51, 68]",Target,Young Adults
426,Male,47,28,56.0,Phoenix,"(45, 55]","(12, 33]","(51, 68]",Target,Middle-Aged Adults
427,Female,39,28,40.0,Philadelphia,"(35, 45]","(12, 33]","(34, 51]",Careful,Young Adults
428,Male,25,28,58.0,San Antonio,"(15, 25]","(12, 33]","(51, 68]",Target,Young Adults
429,Female,31,29,91.0,San Diego,"(25, 35]","(12, 33]","(85, 102]",Centroid,Young Adults
430,Female,20,29,29.0,New York,"(15, 25]","(12, 33]","(17, 34]",General,Young Adults
431,Male,29,30,77.0,Seattle,"(25, 35]","(12, 33]","(68, 85]",Spendthrift,Young Adults
432,Female,44,30,35.0,Los Angeles,"(35, 45]","(12, 33]","(34, 51]",Careful,Middle-Aged Adults
433,Male,32,33,95.0,Chicago,"(25, 35]","(12, 33]","(85, 102]",Centroid,Young Adults
434,Male,19,33,11.0,Houston,"(15, 25]","(12, 33]","(0, 17]",Miser,Young Adults
435,Female,35,33,75.0,Phoenix,"(25, 35]","(12, 33]","(68, 85]",Spendthrift,Young Adults
436,Female,57,33,9.0,Philadelphia,"(55, 65]","(12, 33]","(0, 17]",Miser,Middle-Aged Adults
437,Female,32,34,75.0,San Antonio,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
438,Female,28,34,34.0,San Diego,"(25, 35]","(33, 54]","(17, 34]",General,Young Adults
439,Female,32,37,71.0,Washington,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
440,Female,25,37,5.0,Los Angeles,"(15, 25]","(33, 54]","(0, 17]",Miser,Young Adults
441,Female,28,38,88.0,Chicago,"(25, 35]","(33, 54]","(85, 102]",Centroid,Young Adults
442,Male,48,38,7.0,Houston,"(45, 55]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
443,Male,32,39,73.0,Phoenix,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
444,Female,34,39,10.0,Philadelphia,"(25, 35]","(33, 54]","(0, 17]",Miser,Young Adults
445,Female,34,39,72.0,San Antonio,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
446,Female,43,39,5.0,San Diego,"(35, 45]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
447,Female,39,40,93.0,Washington,"(35, 45]","(33, 54]","(85, 102]",Centroid,Young Adults
448,Female,44,40,40.0,Los Angeles,"(35, 45]","(33, 54]","(34, 51]",Careful,Middle-Aged Adults
449,Female,38,40,87.0,Chicago,"(35, 45]","(33, 54]","(85, 102]",Centroid,Young Adults
450,Female,47,40,12.0,Houston,"(45, 55]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
451,Female,27,42,97.0,Phoenix,"(25, 35]","(33, 54]","(85, 102]",Centroid,Young Adults
452,Male,37,42,36.0,Philadelphia,"(35, 45]","(33, 54]","(34, 51]",Careful,Young Adults
453,Female,30,43,74.0,San Antonio,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
454,Male,34,43,22.0,San Diego,"(25, 35]","(33, 54]","(17, 34]",General,Young Adults
455,Female,30,43,90.0,Washington,"(25, 35]","(33, 54]","(85, 102]",Centroid,Young Adults
456,Male,56,43,17.0,New York,"(55, 65]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
457,Female,29,44,88.0,Seattle,"(25, 35]","(33, 54]","(85, 102]",Centroid,Young Adults
458,Male,19,44,20.0,Los Angeles,"(15, 25]","(33, 54]","(17, 34]",General,Young Adults
459,Female,31,46,76.0,Chicago,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
460,Male,50,46,16.0,Houston,"(45, 55]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
461,Male,36,46,89.0,Phoenix,"(35, 45]","(33, 54]","(85, 102]",Centroid,Young Adults
462,Male,42,46,1.0,Philadelphia,"(35, 45]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
463,Female,33,47,78.0,San Antonio,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
464,Female,36,47,1.0,San Diego,"(35, 45]","(33, 54]","(0, 17]",Miser,Young Adults
465,Male,32,48,73.0,New York,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
466,Male,40,48,35.0,Seattle,"(35, 45]","(33, 54]","(34, 51]",Careful,Middle-Aged Adults
467,Female,28,48,83.0,Los Angeles,"(25, 35]","(33, 54]","(68, 85]",Centroid,Young Adults
468,Female,36,48,5.0,Chicago,"(35, 45]","(33, 54]","(0, 17]",Miser,Young Adults
469,Male,36,48,93.0,Houston,"(35, 45]","(33, 54]","(85, 102]",Centroid,Young Adults
470,Female,52,48,26.0,Phoenix,"(45, 55]","(33, 54]","(17, 34]",General,Middle-Aged Adults
471,Male,30,49,75.0,Philadelphia,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
472,Female,58,49,20.0,San Antonio,"(55, 65]","(33, 54]","(17, 34]",General,Middle-Aged Adults
473,Female,27,50,95.0,San Diego,"(25, 35]","(33, 54]","(85, 102]",Centroid,Young Adults
474,Female,59,50,27.0,Washington,"(55, 65]","(33, 54]","(17, 34]",General,Middle-Aged Adults
475,Male,35,54,63.0,Los Angeles,"(25, 35]","(33, 54]","(51, 68]",Target,Young Adults
476,Male,37,54,13.0,Chicago,"(35, 45]","(33, 54]","(0, 17]",Miser,Young Adults
477,Female,32,54,75.0,Houston,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
478,Male,46,54,10.0,Phoenix,"(45, 55]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
479,Female,29,54,92.0,Philadelphia,"(25, 35]","(33, 54]","(85, 102]",Centroid,Young Adults
480,Female,41,54,13.0,San Antonio,"(35, 45]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
481,Male,30,54,86.0,San Diego,"(25, 35]","(33, 54]","(85, 102]",Centroid,Young Adults
482,Male,54,54,15.0,Washington,"(45, 55]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
483,Male,28,54,69.0,Los Angeles,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
484,Female,41,54,14.0,Chicago,"(35, 45]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
485,Female,36,54,90.0,Houston,"(35, 45]","(33, 54]","(85, 102]",Centroid,Young Adults
486,Male,34,54,32.0,Phoenix,"(25, 35]","(33, 54]","(17, 34]",General,Young Adults
487,Female,32,57,86.0,Philadelphia,"(25, 35]","(54, 75]","(85, 102]",Centroid,Young Adults
488,Female,33,57,15.0,San Antonio,"(25, 35]","(54, 75]","(0, 17]",Miser,Young Adults
489,Female,38,58,88.0,San Diego,"(35, 45]","(54, 75]","(85, 102]",Centroid,Young Adults
490,Female,47,58,39.0,Washington,"(45, 55]","(54, 75]","(34, 51]",Careful,Middle-Aged Adults
491,Female,35,59,97.0,New York,"(25, 35]","(54, 75]","(85, 102]",Centroid,Young Adults
492,Male,45,59,24.0,Seattle,"(35, 45]","(54, 75]","(17, 34]",General,Middle-Aged Adults
493,Male,32,60,68.0,Los Angeles,"(25, 35]","(54, 75]","(51, 68]",Spendthrift,Young Adults
494,Female,32,60,17.0,Chicago,"(25, 35]","(54, 75]","(0, 17]",Miser,Young Adults
495,Female,30,60,85.0,Houston,"(25, 35]","(54, 75]","(68, 85]",Centroid,Young Adults
496,Male,20,60,23.0,Phoenix,"(15, 25]","(54, 75]","(17, 34]",General,Young Adults
497,Female,21,60,69.0,Philadelphia,"(15, 25]","(54, 75]","(68, 85]",Spendthrift,Young Adults
498,Female,22,60,8.0,San Antonio,"(15, 25]","(54, 75]","(0, 17]",Miser,Young Adults
499,Male,23,61,91.0,San Diego,"(15, 25]","(54, 75]","(85, 102]",Centroid,Young Adults
500,Male,24,61,16.0,New York,"(15, 25]","(54, 75]","(0, 17]",Miser,Young Adults
501,Female,25,62,79.0,Seattle,"(15, 25]","(54, 75]","(68, 85]",Spendthrift,Young Adults
502,Female,26,62,28.0,Los Angeles,"(25, 35]","(54, 75]","(17, 34]",General,Young Adults
503,Male,27,62,74.0,Chicago,"(25, 35]","(54, 75]","(68, 85]",Spendthrift,Young Adults
504,Male,28,62,18.0,Houston,"(25, 35]","(54, 75]","(17, 34]",Miser,Young Adults
505,Male,29,62,83.0,Phoenix,"(25, 35]","(54, 75]","(68, 85]",Centroid,Young Adults
506,Female,30,62,50.0,Philadelphia,"(25, 35]","(54, 75]","(34, 51]",Target,Young Adults
507,Female,31,63,50.0,San Antonio,"(25, 35]","(54, 75]","(34, 51]",Target,Young Adults
508,Male,32,63,39.0,San Diego,"(25, 35]","(54, 75]","(34, 51]",Careful,Young Adults
509,Male,33,63,81.0,Washington,"(25, 35]","(54, 75]","(68, 85]",Centroid,Young Adults
510,Male,34,63,6.0,Los Angeles,"(25, 35]","(54, 75]","(0, 17]",Miser,Young Adults
511,Male,35,63,77.0,Chicago,"(25, 35]","(54, 75]","(68, 85]",Spendthrift,Young Adults
512,Female,36,63,40.0,Houston,"(35, 45]","(54, 75]","(34, 51]",Careful,Young Adults
513,Female,37,64,76.0,Phoenix,"(35, 45]","(54, 75]","(68, 85]",Spendthrift,Young Adults
514,Male,38,64,6.0,Philadelphia,"(35, 45]","(54, 75]","(0, 17]",Miser,Young Adults
515,Female,39,65,94.0,San Antonio,"(35, 45]","(54, 75]","(85, 102]",Centroid,Young Adults
516,Female,40,65,3.0,San Diego,"(35, 45]","(54, 75]","(0, 17]",Miser,Middle-Aged Adults
517,Female,41,65,72.0,Washington,"(35, 45]","(54, 75]","(68, 85]",Spendthrift,Middle-Aged Adults
518,Female,42,65,14.0,Los Angeles,"(35, 45]","(54, 75]","(0, 17]",Miser,Middle-Aged Adults
519,Female,43,67,99.0,Chicago,"(35, 45]","(54, 75]","(85, 102]",Centroid,Middle-Aged Adults
520,Female,44,67,15.0,Houston,"(35, 45]","(54, 75]","(0, 17]",Miser,Middle-Aged Adults
521,Male,45,67,77.0,Phoenix,"(35, 45]","(54, 75]","(68, 85]",Spendthrift,Middle-Aged Adults
522,Female,46,67,13.0,Philadelphia,"(45, 55]","(54, 75]","(0, 17]",Miser,Middle-Aged Adults
523,Female,47,69,79.0,San Antonio,"(45, 55]","(54, 75]","(68, 85]",Spendthrift,Middle-Aged Adults
524,Male,48,69,35.0,San Diego,"(45, 55]","(54, 75]","(34, 51]",Careful,Middle-Aged Adults
525,Female,49,70,66.0,Washington,"(45, 55]","(54, 75]","(51, 68]",Spendthrift,Middle-Aged Adults
526,Female,50,70,29.0,New York,"(45, 55]","(54, 75]","(17, 34]",General,Middle-Aged Adults
527,Male,20,71,98.0,Seattle,"(15, 25]","(54, 75]","(85, 102]",Centroid,Young Adults
528,Male,21,71,35.0,Los Angeles,"(15, 25]","(54, 75]","(34, 51]",Careful,Young Adults
529,Male,22,71,73.0,Chicago,"(15, 25]","(54, 75]","(68, 85]",Spendthrift,Young Adults
530,Male,23,71,5.0,Houston,"(15, 25]","(54, 75]","(0, 17]",Miser,Young Adults
531,Male,24,71,73.0,Phoenix,"(15, 25]","(54, 75]","(68, 85]",Spendthrift,Young Adults
532,Male,25,71,14.0,Philadelphia,"(15, 25]","(54, 75]","(0, 17]",Miser,Young Adults
